rownames,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92
DB04,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,FLP-14 NPR-39,FLP-8 NPR-39,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,,,NLP-54 TRHR-1
DB05,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,FLP-14 NPR-39,FLP-8 NPR-39,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,,,NLP-54 TRHR-1
DB06,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,FLP-14 NPR-39,FLP-8 NPR-39,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,,,NLP-54 TRHR-1
DB07,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,FLP-14 NPR-39,FLP-8 NPR-39,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,,,NLP-54 TRHR-1
AS01,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS02,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS03,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS04,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS05,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS06,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS07,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS08,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS09,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS10,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
AS11,,,,,,,,,,,,,,,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,,,FLP-3 FRPR-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,,,,,,,,,,,,,,NLP-38 SPRR-2,,,
PDB,,,,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,,FLP-4 DMSR-1,FLP-9 DMSR-1,,FLP-14 DMSR-3,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,FLP-10 EGL-6,,,FLP-5 EGL-6,,,,,,,,,,,FLP-10 FRPR-8,,,,,,,,,,,,,NLP-47 GNRR-1,,,,,,,,,,FLP-21 NPR-2,,FLP-15 NPR-3,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,,FLP-18 NPR-5,,,,,NLP-49 SEB-3,,,,,
DD01,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
DD02,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
DD03,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
DD04,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
DD05,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
DD06,,,,,,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,,,,,,,,,,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,,,,,,,FLP-1 FRPR-7,,,,,,,,,,,,FLP-9 FRPR-8,,,,,,,,,,,,,,FLP-15 NPR-3,,,,,,,,,,NLP-13 NPR-41,,,,,,,,NLP-49 SEB-3,,,,,
VA01,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA02,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA03,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA04,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA05,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA06,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA07,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA08,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA09,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA10,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA11,,,,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,,,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,NLP-47 GNRR-1,,,,,,,,,,,,,,,,,,,,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
VA12,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,,FLP-1 DMSR-6,,,,,,FLP-27 DMSR-7,FLP-4 DMSR-7,,,,FLP-12 DMSR-8,,,FLP-4 EGL-6,,,,,,,FLP-14 FRPR-19,FLP-8 FRPR-19,FLP-20 FRPR-3,,FLP-1 FRPR-7,,,FLP-12 FRPR-8,,,,,,,FLP-4 FRPR-8,,,FLP-19 FRPR-9,NLP-47 GNRR-1,,,,,,NLP-44 NMUR-2,FLP-21 NPR-1,,FLP-34 NPR-11,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,NLP-13 NPR-41,,NLP-17 NPR-43,FLP-18 NPR-5,FLP-27 NPR-8,,,,NLP-49 SEB-3,,,NLP-58 TKR-1,,
VB01,,NLP-12 CKR-1,NLP-12 CKR-2,,,,,,,,,,,FLP-9 DMSR-1,,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,FLP-2 FRPR-18,,,,,FLP-1 FRPR-7,,,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,FLP-21 NPR-2,,,,SNET-1 NPR-34,,,FLP-14 NPR-39,FLP-8 NPR-39,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,,,NLP-38 SPRR-2,,,
VB02,,NLP-12 CKR-1,NLP-12 CKR-2,,FLP-11 DMSR-1,,,,,,,,,FLP-9 DMSR-1,NLP-13 DMSR-2,,,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,FLP-21 NPR-2,,,,,,,,,FLP-18 NPR-4,,,,,,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,
VB03,,NLP-12 CKR-1,NLP-12 CKR-2,FLP-10 DMSR-1,FLP-11 DMSR-1,FLP-12 DMSR-1,FLP-13 DMSR-1,FLP-16 DMSR-1,,FLP-25 DMSR-1,FLP-28 DMSR-1,FLP-33 DMSR-1,FLP-4 DMSR-1,FLP-9 DMSR-1,NLP-13 DMSR-2,,FLP-1 DMSR-5,,FLP-1 DMSR-7,FLP-11 DMSR-7,FLP-13 DMSR-7,FLP-16 DMSR-7,FLP-23 DMSR-7,FLP-27 DMSR-7,FLP-4 DMSR-7,FLP-5 DMSR-7,FLP-7 DMSR-7,FLP-9 DMSR-7,FLP-12 DMSR-8,,,,,,FLP-9 EGL-6,,FLP-3 FRPR-16,,FLP-14 FRPR-19,FLP-8 FRPR-19,,,,,FLP-11 FRPR-8,,,,FLP-16 FRPR-8,,,FLP-32 FRPR-8,,,FLP-9 FRPR-8,,,,,,,,,,,,,,,,,,NLP-17 NPR-37,,,FLP-18 NPR-4,,,,,NLP-17 NPR-43,FLP-18 NPR-5,,,,NLP-37 PDFR-1,NLP-49 SEB-3,,NLP-38 SPRR-2,NLP-58 TKR-1,NLP-58 TKR-2,NLP-54 TRHR-1
